T,O,H,L,C,V
2020-04-30 21:00:00+00:00,107.192,107.217,107.16,107.172,94.0
2020-04-30 22:00:00+00:00,107.168,107.168,107.024,107.122,1135.0
2020-04-30 23:00:00+00:00,107.123,107.305,107.116,107.282,1937.0
2020-05-01 00:00:00+00:00,107.282,107.406,107.178,107.202,5317.0
2020-05-01 01:00:00+00:00,107.204,107.248,107.084,107.124,3103.0
2020-05-01 02:00:00+00:00,107.126,107.193,107.088,107.134,1926.0
2020-05-01 03:00:00+00:00,107.136,107.174,107.099,107.111,1730.0
2020-05-01 04:00:00+00:00,107.11,107.165,107.091,107.096,1840.0
2020-05-01 05:00:00+00:00,107.097,107.128,107.016,107.048,2523.0
2020-05-01 06:00:00+00:00,107.046,107.143,107.016,107.093,2273.0
2020-05-01 07:00:00+00:00,107.094,107.121,106.93,106.943,3530.0
2020-05-01 08:00:00+00:00,106.942,106.959,106.856,106.865,2985.0
2020-05-01 09:00:00+00:00,106.866,106.896,106.766,106.783,2532.0
2020-05-01 10:00:00+00:00,106.781,106.82,106.738,106.784,1802.0
2020-05-01 11:00:00+00:00,106.785,106.818,106.671,106.694,2066.0
2020-05-01 12:00:00+00:00,106.693,106.738,106.615,106.646,2798.0
2020-05-01 13:00:00+00:00,106.646,106.934,106.607,106.902,3757.0
2020-05-01 14:00:00+00:00,106.896,107.078,106.806,106.906,7197.0
2020-05-01 15:00:00+00:00,106.905,106.906,106.714,106.768,4125.0
2020-05-01 16:00:00+00:00,106.768,106.868,106.76,106.782,2806.0
2020-05-01 17:00:00+00:00,106.78,106.862,106.753,106.828,2033.0
2020-05-01 18:00:00+00:00,106.83,106.895,106.808,106.865,1609.0
2020-05-01 19:00:00+00:00,106.866,106.886,106.79,106.85,1800.0
2020-05-01 20:00:00+00:00,106.852,106.936,106.848,106.916,931.0
2020-05-03 21:00:00+00:00,106.867,106.887,106.836,106.845,40.0
2020-05-03 22:00:00+00:00,106.84,106.947,106.826,106.837,1443.0
2020-05-03 23:00:00+00:00,106.836,106.89,106.713,106.734,1762.0
2020-05-04 00:00:00+00:00,106.732,106.797,106.672,106.733,2794.0
2020-05-04 01:00:00+00:00,106.732,106.778,106.719,106.752,1766.0
2020-05-04 02:00:00+00:00,106.75,106.754,106.669,106.702,1918.0
2020-05-04 03:00:00+00:00,106.701,106.766,106.683,106.766,1457.0
2020-05-04 04:00:00+00:00,106.764,106.767,106.708,106.723,1087.0
2020-05-04 05:00:00+00:00,106.724,106.79,106.72,106.782,1309.0
2020-05-04 06:00:00+00:00,106.784,106.827,106.729,106.804,2809.0
2020-05-04 07:00:00+00:00,106.803,106.83,106.736,106.739,3508.0
2020-05-04 08:00:00+00:00,106.738,106.782,106.694,106.755,3443.0
2020-05-04 09:00:00+00:00,106.756,106.772,106.718,106.754,2280.0
2020-05-04 10:00:00+00:00,106.752,106.854,106.744,106.836,2187.0
2020-05-04 11:00:00+00:00,106.837,106.866,106.782,106.802,2321.0
2020-05-04 12:00:00+00:00,106.803,106.914,106.758,106.871,4223.0
2020-05-04 13:00:00+00:00,106.872,106.913,106.814,106.902,4548.0
2020-05-04 14:00:00+00:00,106.9,107.07,106.867,106.944,5932.0
2020-05-04 15:00:00+00:00,106.942,106.95,106.8,106.819,3798.0
2020-05-04 16:00:00+00:00,106.82,106.861,106.796,106.832,2444.0
2020-05-04 17:00:00+00:00,106.83,106.863,106.754,106.78,2183.0
2020-05-04 18:00:00+00:00,106.779,106.816,106.726,106.73,2342.0
2020-05-04 19:00:00+00:00,106.728,106.74,106.634,106.692,2040.0
2020-05-04 20:00:00+00:00,106.691,106.737,106.689,106.725,1277.0
2020-05-04 21:00:00+00:00,106.737,106.77,106.722,106.764,54.0
2020-05-04 22:00:00+00:00,106.769,106.769,106.644,106.695,645.0
2020-05-04 23:00:00+00:00,106.694,106.708,106.658,106.698,634.0
2020-05-05 00:00:00+00:00,106.696,106.696,106.51,106.553,1994.0
2020-05-05 01:00:00+00:00,106.555,106.589,106.516,106.589,1157.0
2020-05-05 02:00:00+00:00,106.588,106.623,106.556,106.598,1046.0
2020-05-05 03:00:00+00:00,106.596,106.628,106.59,106.623,879.0
2020-05-05 04:00:00+00:00,106.621,106.658,106.608,106.609,721.0
2020-05-05 05:00:00+00:00,106.608,106.644,106.572,106.611,871.0
2020-05-05 06:00:00+00:00,106.61,106.756,106.601,106.732,2446.0
2020-05-05 07:00:00+00:00,106.733,106.792,106.688,106.734,3055.0
2020-05-05 08:00:00+00:00,106.736,106.815,106.662,106.782,5269.0
2020-05-05 09:00:00+00:00,106.78,106.896,106.752,106.854,4450.0
2020-05-05 10:00:00+00:00,106.854,106.862,106.698,106.749,3329.0
2020-05-05 11:00:00+00:00,106.75,106.776,106.674,106.731,3392.0
2020-05-05 12:00:00+00:00,106.732,106.744,106.64,106.692,3711.0
2020-05-05 13:00:00+00:00,106.69,106.718,106.517,106.586,5326.0
2020-05-05 14:00:00+00:00,106.587,106.674,106.544,106.603,4730.0
2020-05-05 15:00:00+00:00,106.602,106.624,106.468,106.52,3205.0
2020-05-05 16:00:00+00:00,106.522,106.558,106.486,106.505,1601.0
2020-05-05 17:00:00+00:00,106.504,106.574,106.491,106.528,1147.0
2020-05-05 18:00:00+00:00,106.53,106.534,106.416,106.499,2147.0
2020-05-05 19:00:00+00:00,106.5,106.54,106.44,106.486,2524.0
2020-05-05 20:00:00+00:00,106.484,106.555,106.481,106.55,947.0
2020-05-05 21:00:00+00:00,106.569,106.62,106.516,106.552,2085.0
2020-05-05 22:00:00+00:00,106.547,106.566,106.456,106.504,714.0
2020-05-05 23:00:00+00:00,106.502,106.51,106.418,106.452,648.0
2020-05-06 00:00:00+00:00,106.453,106.453,106.206,106.274,2735.0
2020-05-06 01:00:00+00:00,106.276,106.364,106.244,106.3,1533.0
2020-05-06 02:00:00+00:00,106.299,106.341,106.282,106.302,1332.0
2020-05-06 03:00:00+00:00,106.3,106.397,106.296,106.369,1248.0
2020-05-06 04:00:00+00:00,106.368,106.368,106.327,106.344,993.0
2020-05-06 05:00:00+00:00,106.345,106.39,106.336,106.351,1238.0
2020-05-06 06:00:00+00:00,106.348,106.409,106.346,106.389,2772.0
2020-05-06 07:00:00+00:00,106.388,106.392,106.239,106.322,3101.0
2020-05-06 08:00:00+00:00,106.32,106.436,106.274,106.362,4662.0
2020-05-06 09:00:00+00:00,106.364,106.374,106.258,106.302,3966.0
2020-05-06 10:00:00+00:00,106.302,106.361,106.234,106.26,2935.0
2020-05-06 11:00:00+00:00,106.26,106.26,106.084,106.108,2824.0
2020-05-06 12:00:00+00:00,106.107,106.2,106.064,106.183,5016.0
2020-05-06 13:00:00+00:00,106.182,106.206,106.048,106.06,6035.0
2020-05-06 14:00:00+00:00,106.059,106.203,106.014,106.043,6791.0
2020-05-06 15:00:00+00:00,106.042,106.096,106.025,106.076,4634.0
2020-05-06 16:00:00+00:00,106.074,106.096,106.008,106.012,3177.0
2020-05-06 17:00:00+00:00,106.01,106.094,105.988,106.094,2423.0
2020-05-06 18:00:00+00:00,106.092,106.106,106.019,106.068,1982.0
2020-05-06 19:00:00+00:00,106.07,106.131,106.06,106.122,2200.0
2020-05-06 20:00:00+00:00,106.121,106.148,106.079,106.102,1031.0
2020-05-06 21:00:00+00:00,106.119,106.124,106.038,106.088,91.0
2020-05-06 22:00:00+00:00,106.092,106.109,105.992,106.04,859.0
2020-05-06 23:00:00+00:00,106.039,106.249,106.033,106.218,1659.0
2020-05-07 00:00:00+00:00,106.216,106.28,106.144,106.22,3494.0
2020-05-07 01:00:00+00:00,106.219,106.298,106.216,106.264,2082.0
2020-05-07 02:00:00+00:00,106.263,106.263,106.147,106.166,1528.0
2020-05-07 03:00:00+00:00,106.167,106.214,106.162,106.178,1529.0
2020-05-07 04:00:00+00:00,106.18,106.27,106.138,106.229,1496.0
2020-05-07 05:00:00+00:00,106.23,106.327,106.228,106.29,1494.0
2020-05-07 06:00:00+00:00,106.292,106.347,106.234,106.234,3009.0
2020-05-07 07:00:00+00:00,106.236,106.414,106.202,106.358,4193.0
2020-05-07 08:00:00+00:00,106.356,106.426,106.332,106.398,3058.0
2020-05-07 09:00:00+00:00,106.396,106.524,106.358,106.452,3893.0
2020-05-07 10:00:00+00:00,106.451,106.596,106.425,106.514,2729.0
2020-05-07 11:00:00+00:00,106.513,106.612,106.511,106.59,2811.0
2020-05-07 12:00:00+00:00,106.592,106.592,106.463,106.482,4043.0
2020-05-07 13:00:00+00:00,106.484,106.656,106.428,106.606,4559.0
2020-05-07 14:00:00+00:00,106.607,106.656,106.52,106.558,6297.0
2020-05-07 15:00:00+00:00,106.56,106.568,106.34,106.37,5328.0
2020-05-07 16:00:00+00:00,106.368,106.413,106.252,106.315,5395.0
2020-05-07 17:00:00+00:00,106.314,106.322,106.224,106.234,3686.0
2020-05-07 18:00:00+00:00,106.233,106.339,106.218,106.29,3274.0
2020-05-07 19:00:00+00:00,106.291,106.322,106.267,106.292,2483.0
2020-05-07 20:00:00+00:00,106.29,106.296,106.238,106.268,849.0
2020-05-07 21:00:00+00:00,106.275,106.336,106.267,106.294,214.0
2020-05-07 22:00:00+00:00,106.289,106.346,106.278,106.302,815.0
2020-05-07 23:00:00+00:00,106.303,106.394,106.282,106.372,1131.0
2020-05-08 00:00:00+00:00,106.373,106.459,106.292,106.319,3554.0
2020-05-08 01:00:00+00:00,106.321,106.326,106.222,106.304,2942.0
2020-05-08 02:00:00+00:00,106.302,106.345,106.276,106.326,2195.0
2020-05-08 03:00:00+00:00,106.325,106.413,106.316,106.37,1488.0
2020-05-08 04:00:00+00:00,106.372,106.447,106.344,106.428,1436.0
2020-05-08 05:00:00+00:00,106.429,106.464,106.397,106.419,1346.0
2020-05-08 06:00:00+00:00,106.418,106.421,106.344,106.39,1789.0
2020-05-08 07:00:00+00:00,106.388,106.432,106.339,106.37,2448.0
2020-05-08 08:00:00+00:00,106.372,106.377,106.3,106.357,2344.0
2020-05-08 09:00:00+00:00,106.356,106.41,106.326,106.358,2150.0
2020-05-08 10:00:00+00:00,106.36,106.366,106.326,106.354,1667.0
2020-05-08 11:00:00+00:00,106.355,106.383,106.346,106.366,1724.0
2020-05-08 12:00:00+00:00,106.364,106.696,106.282,106.666,7082.0
2020-05-08 13:00:00+00:00,106.665,106.726,106.552,106.626,5271.0
2020-05-08 14:00:00+00:00,106.628,106.666,106.414,106.434,6293.0
2020-05-08 15:00:00+00:00,106.436,106.544,106.391,106.513,4802.0
2020-05-08 16:00:00+00:00,106.514,106.628,106.513,106.614,2433.0
2020-05-08 17:00:00+00:00,106.616,106.64,106.555,106.609,1517.0
2020-05-08 18:00:00+00:00,106.608,106.668,106.575,106.667,1709.0
2020-05-08 19:00:00+00:00,106.666,106.718,106.644,106.711,1764.0
2020-05-08 20:00:00+00:00,106.71,106.751,106.622,106.64,825.0
2020-05-10 21:00:00+00:00,106.54,106.721,106.506,106.697,226.0
2020-05-10 22:00:00+00:00,106.688,106.9,106.634,106.876,1929.0
2020-05-10 23:00:00+00:00,106.878,106.958,106.774,106.923,1868.0
2020-05-11 00:00:00+00:00,106.924,107.004,106.898,106.976,3496.0
2020-05-11 01:00:00+00:00,106.974,107.013,106.866,106.872,3245.0
2020-05-11 02:00:00+00:00,106.87,106.893,106.778,106.791,1847.0
2020-05-11 03:00:00+00:00,106.792,106.922,106.777,106.914,1637.0
2020-05-11 04:00:00+00:00,106.915,106.992,106.914,106.948,1491.0
2020-05-11 05:00:00+00:00,106.946,106.978,106.906,106.916,1407.0
2020-05-11 06:00:00+00:00,106.915,107.18,106.886,107.124,4232.0
2020-05-11 07:00:00+00:00,107.126,107.25,107.088,107.18,4122.0
2020-05-11 08:00:00+00:00,107.182,107.282,107.148,107.231,3486.0
2020-05-11 09:00:00+00:00,107.232,107.278,107.194,107.216,2929.0
2020-05-11 10:00:00+00:00,107.216,107.314,107.201,107.238,2857.0
2020-05-11 11:00:00+00:00,107.24,107.359,107.238,107.306,3038.0
2020-05-11 12:00:00+00:00,107.304,107.418,107.24,107.408,4808.0
2020-05-11 13:00:00+00:00,107.408,107.515,107.35,107.478,5312.0
2020-05-11 14:00:00+00:00,107.476,107.573,107.432,107.508,5614.0
2020-05-11 15:00:00+00:00,107.506,107.728,107.495,107.702,4918.0
2020-05-11 16:00:00+00:00,107.703,107.73,107.604,107.674,3579.0
2020-05-11 17:00:00+00:00,107.673,107.746,107.626,107.714,2455.0
2020-05-11 18:00:00+00:00,107.713,107.769,107.704,107.753,2378.0
2020-05-11 19:00:00+00:00,107.755,107.762,107.609,107.625,2623.0
2020-05-11 20:00:00+00:00,107.624,107.682,107.616,107.656,1318.0
2020-05-11 21:00:00+00:00,107.669,107.688,107.643,107.648,3319.0
2020-05-11 22:00:00+00:00,107.644,107.693,107.636,107.644,709.0
2020-05-11 23:00:00+00:00,107.642,107.657,107.554,107.597,993.0
2020-05-12 00:00:00+00:00,107.596,107.686,107.452,107.472,3360.0
2020-05-12 01:00:00+00:00,107.471,107.55,107.453,107.508,2189.0
2020-05-12 02:00:00+00:00,107.506,107.541,107.408,107.414,1537.0
2020-05-12 03:00:00+00:00,107.416,107.434,107.349,107.401,1426.0
2020-05-12 04:00:00+00:00,107.403,107.452,107.373,107.405,1356.0
2020-05-12 05:00:00+00:00,107.406,107.442,107.364,107.427,1590.0
2020-05-12 06:00:00+00:00,107.426,107.593,107.404,107.578,2688.0
2020-05-12 07:00:00+00:00,107.576,107.634,107.536,107.562,3475.0
2020-05-12 08:00:00+00:00,107.562,107.564,107.448,107.547,3591.0
2020-05-12 09:00:00+00:00,107.548,107.564,107.484,107.504,2264.0
2020-05-12 10:00:00+00:00,107.502,107.519,107.42,107.435,2391.0
2020-05-12 11:00:00+00:00,107.434,107.454,107.306,107.331,2476.0
2020-05-12 12:00:00+00:00,107.332,107.452,107.32,107.432,3776.0
2020-05-12 13:00:00+00:00,107.43,107.44,107.316,107.338,5396.0
2020-05-12 14:00:00+00:00,107.336,107.398,107.22,107.243,5074.0
2020-05-12 15:00:00+00:00,107.242,107.334,107.218,107.33,3428.0
2020-05-12 16:00:00+00:00,107.33,107.425,107.314,107.365,2728.0
2020-05-12 17:00:00+00:00,107.364,107.368,107.248,107.293,3124.0
2020-05-12 18:00:00+00:00,107.294,107.304,107.257,107.257,2237.0
2020-05-12 19:00:00+00:00,107.258,107.28,107.166,107.199,2373.0
2020-05-12 20:00:00+00:00,107.2,107.206,107.124,107.148,1163.0
2020-05-12 21:00:00+00:00,107.154,107.194,107.131,107.185,77.0
2020-05-12 22:00:00+00:00,107.189,107.279,107.154,107.256,720.0
2020-05-12 23:00:00+00:00,107.255,107.26,107.134,107.172,1235.0
2020-05-13 00:00:00+00:00,107.174,107.198,107.09,107.144,3199.0
2020-05-13 01:00:00+00:00,107.146,107.234,107.131,107.196,2176.0
2020-05-13 02:00:00+00:00,107.198,107.269,107.188,107.204,1772.0
2020-05-13 03:00:00+00:00,107.206,107.229,107.197,107.218,1093.0
2020-05-13 04:00:00+00:00,107.216,107.239,107.17,107.174,1058.0
2020-05-13 05:00:00+00:00,107.172,107.22,107.108,107.13,1110.0
2020-05-13 06:00:00+00:00,107.128,107.188,107.11,107.166,1784.0
2020-05-13 07:00:00+00:00,107.167,107.188,107.002,107.056,3528.0
2020-05-13 08:00:00+00:00,107.056,107.06,106.966,107.053,3066.0
2020-05-13 09:00:00+00:00,107.052,107.086,107.0,107.08,2435.0
2020-05-13 10:00:00+00:00,107.081,107.094,106.972,106.973,2074.0
2020-05-13 11:00:00+00:00,106.972,106.998,106.898,106.95,2588.0
2020-05-13 12:00:00+00:00,106.952,106.962,106.826,106.899,3877.0
2020-05-13 13:00:00+00:00,106.9,107.088,106.744,107.034,9578.0
2020-05-13 14:00:00+00:00,107.033,107.15,107.026,107.124,6661.0
2020-05-13 15:00:00+00:00,107.126,107.14,106.887,106.928,5276.0
2020-05-13 16:00:00+00:00,106.929,107.052,106.918,107.005,4048.0
2020-05-13 17:00:00+00:00,107.006,107.048,106.967,107.01,3128.0
2020-05-13 18:00:00+00:00,107.012,107.014,106.979,106.988,2262.0
2020-05-13 19:00:00+00:00,106.99,107.053,106.981,107.031,2442.0
2020-05-13 20:00:00+00:00,107.03,107.058,107.017,107.038,1334.0
2020-05-13 21:00:00+00:00,107.046,107.078,107.026,107.056,1287.0
2020-05-13 22:00:00+00:00,107.062,107.062,107.001,107.026,370.0
2020-05-13 23:00:00+00:00,107.028,107.044,106.92,106.935,774.0
2020-05-14 00:00:00+00:00,106.934,106.934,106.821,106.875,3093.0
2020-05-14 01:00:00+00:00,106.874,106.952,106.856,106.88,2497.0
2020-05-14 02:00:00+00:00,106.878,106.91,106.845,106.889,1505.0
2020-05-14 03:00:00+00:00,106.888,106.93,106.888,106.908,982.0
2020-05-14 04:00:00+00:00,106.908,106.95,106.874,106.9,1275.0
2020-05-14 05:00:00+00:00,106.898,106.901,106.824,106.83,1743.0
2020-05-14 06:00:00+00:00,106.832,106.884,106.776,106.883,2697.0
2020-05-14 07:00:00+00:00,106.881,106.903,106.796,106.864,3490.0
2020-05-14 08:00:00+00:00,106.865,106.872,106.809,106.836,1996.0
2020-05-14 09:00:00+00:00,106.834,106.878,106.815,106.866,1801.0
2020-05-14 10:00:00+00:00,106.868,107.074,106.866,107.048,3123.0
2020-05-14 11:00:00+00:00,107.046,107.104,106.998,107.07,2206.0
2020-05-14 12:00:00+00:00,107.071,107.104,106.964,107.014,3542.0
2020-05-14 13:00:00+00:00,107.016,107.04,106.88,106.894,4028.0
2020-05-14 14:00:00+00:00,106.896,107.058,106.858,107.041,5595.0
2020-05-14 15:00:00+00:00,107.04,107.179,107.022,107.102,4613.0
2020-05-14 16:00:00+00:00,107.103,107.216,107.061,107.196,3639.0
2020-05-14 17:00:00+00:00,107.197,107.33,107.142,107.258,3224.0
2020-05-14 18:00:00+00:00,107.258,107.309,107.22,107.228,3158.0
2020-05-14 19:00:00+00:00,107.23,107.366,107.228,107.34,3597.0
2020-05-14 20:00:00+00:00,107.338,107.346,107.22,107.236,1417.0
2020-05-14 21:00:00+00:00,107.249,107.266,107.219,107.223,70.0
2020-05-14 22:00:00+00:00,107.227,107.287,107.226,107.243,744.0
2020-05-14 23:00:00+00:00,107.244,107.375,107.241,107.356,886.0
2020-05-15 00:00:00+00:00,107.355,107.434,107.338,107.373,3030.0
2020-05-15 01:00:00+00:00,107.374,107.38,107.248,107.282,2268.0
2020-05-15 02:00:00+00:00,107.28,107.345,107.244,107.317,1676.0
2020-05-15 03:00:00+00:00,107.318,107.335,107.188,107.227,1742.0
2020-05-15 04:00:00+00:00,107.228,107.272,107.204,107.219,1413.0
2020-05-15 05:00:00+00:00,107.218,107.268,107.216,107.238,1227.0
2020-05-15 06:00:00+00:00,107.237,107.239,107.139,107.21,1975.0
2020-05-15 07:00:00+00:00,107.209,107.226,107.08,107.098,3054.0
2020-05-15 08:00:00+00:00,107.099,107.114,107.028,107.062,2542.0
2020-05-15 09:00:00+00:00,107.064,107.1,107.014,107.066,2258.0
2020-05-15 10:00:00+00:00,107.067,107.08,106.994,106.998,2453.0
2020-05-15 11:00:00+00:00,107.0,107.044,106.9,106.998,3452.0
2020-05-15 12:00:00+00:00,107.0,107.047,106.857,106.918,5183.0
2020-05-15 13:00:00+00:00,106.917,107.086,106.895,107.086,5555.0
2020-05-15 14:00:00+00:00,107.084,107.344,107.068,107.29,6017.0
2020-05-15 15:00:00+00:00,107.288,107.346,107.206,107.276,4471.0
2020-05-15 16:00:00+00:00,107.278,107.344,107.252,107.293,3490.0
2020-05-15 17:00:00+00:00,107.292,107.374,107.282,107.299,2393.0
2020-05-15 18:00:00+00:00,107.3,107.354,107.273,107.285,2155.0
2020-05-15 19:00:00+00:00,107.286,107.32,107.222,107.232,1925.0
2020-05-15 20:00:00+00:00,107.23,107.234,107.051,107.074,1607.0
2020-05-17 21:00:00+00:00,107.114,107.15,107.092,107.119,89.0
2020-05-17 22:00:00+00:00,107.124,107.286,107.094,107.276,1041.0
2020-05-17 23:00:00+00:00,107.274,107.276,107.166,107.213,1058.0
2020-05-18 00:00:00+00:00,107.212,107.276,107.152,107.195,2659.0
2020-05-18 01:00:00+00:00,107.196,107.212,107.098,107.107,2166.0
2020-05-18 02:00:00+00:00,107.105,107.14,107.069,107.108,2448.0
2020-05-18 03:00:00+00:00,107.11,107.14,107.1,107.137,1160.0
2020-05-18 04:00:00+00:00,107.136,107.14,107.089,107.131,1079.0
2020-05-18 05:00:00+00:00,107.13,107.174,107.129,107.158,1363.0
2020-05-18 06:00:00+00:00,107.157,107.218,107.144,107.218,2085.0
2020-05-18 07:00:00+00:00,107.22,107.23,107.147,107.186,2528.0
2020-05-18 08:00:00+00:00,107.184,107.32,107.172,107.29,2691.0
2020-05-18 09:00:00+00:00,107.291,107.318,107.256,107.296,2316.0
2020-05-18 10:00:00+00:00,107.298,107.312,107.233,107.296,1760.0
2020-05-18 11:00:00+00:00,107.298,107.313,107.238,107.278,2569.0
2020-05-18 12:00:00+00:00,107.278,107.452,107.262,107.452,4634.0
2020-05-18 13:00:00+00:00,107.451,107.498,107.324,107.486,5020.0
2020-05-18 14:00:00+00:00,107.484,107.506,107.38,107.418,3950.0
2020-05-18 15:00:00+00:00,107.417,107.44,107.236,107.258,5997.0
2020-05-18 16:00:00+00:00,107.256,107.316,107.206,107.273,4227.0
2020-05-18 17:00:00+00:00,107.272,107.35,107.238,107.34,2497.0
2020-05-18 18:00:00+00:00,107.341,107.407,107.341,107.403,1820.0
2020-05-18 19:00:00+00:00,107.402,107.402,107.331,107.334,1794.0
2020-05-18 20:00:00+00:00,107.336,107.35,107.298,107.314,1079.0
2020-05-18 21:00:00+00:00,107.336,107.343,107.294,107.317,275.0
2020-05-18 22:00:00+00:00,107.32,107.341,107.294,107.306,752.0
2020-05-18 23:00:00+00:00,107.308,107.398,107.308,107.386,1219.0
2020-05-19 00:00:00+00:00,107.388,107.461,107.304,107.315,2310.0
2020-05-19 01:00:00+00:00,107.316,107.444,107.305,107.418,2354.0
2020-05-19 02:00:00+00:00,107.419,107.442,107.39,107.418,1034.0
2020-05-19 03:00:00+00:00,107.42,107.42,107.337,107.364,1438.0
2020-05-19 04:00:00+00:00,107.366,107.449,107.354,107.446,1030.0
2020-05-19 05:00:00+00:00,107.448,107.448,107.368,107.387,1472.0
2020-05-19 06:00:00+00:00,107.388,107.524,107.378,107.512,3253.0
2020-05-19 07:00:00+00:00,107.51,107.51,107.406,107.42,4242.0
2020-05-19 08:00:00+00:00,107.422,107.594,107.348,107.474,6788.0
2020-05-19 09:00:00+00:00,107.472,107.586,107.441,107.556,3835.0
2020-05-19 10:00:00+00:00,107.556,107.644,107.524,107.628,3154.0
2020-05-19 11:00:00+00:00,107.629,107.758,107.629,107.744,2981.0
2020-05-19 12:00:00+00:00,107.744,107.948,107.736,107.91,4588.0
2020-05-19 13:00:00+00:00,107.911,108.088,107.808,107.87,5289.0
2020-05-19 14:00:00+00:00,107.872,108.002,107.814,107.94,6023.0
2020-05-19 15:00:00+00:00,107.938,107.984,107.846,107.884,4058.0
2020-05-19 16:00:00+00:00,107.883,107.897,107.814,107.83,2038.0
2020-05-19 17:00:00+00:00,107.828,107.848,107.76,107.797,1531.0
2020-05-19 18:00:00+00:00,107.798,107.814,107.72,107.742,2118.0
2020-05-19 19:00:00+00:00,107.741,107.772,107.685,107.715,3532.0
2020-05-19 20:00:00+00:00,107.716,107.752,107.686,107.699,1234.0
2020-05-19 21:00:00+00:00,107.694,107.784,107.662,107.738,194.0
2020-05-19 22:00:00+00:00,107.741,107.86,107.69,107.83,1127.0
2020-05-19 23:00:00+00:00,107.828,107.888,107.81,107.824,981.0
2020-05-20 00:00:00+00:00,107.823,107.985,107.82,107.904,2748.0
2020-05-20 01:00:00+00:00,107.902,107.908,107.788,107.792,1706.0
2020-05-20 02:00:00+00:00,107.79,107.815,107.752,107.758,1447.0
2020-05-20 03:00:00+00:00,107.757,107.812,107.71,107.789,1356.0
2020-05-20 04:00:00+00:00,107.788,107.82,107.752,107.758,1025.0
2020-05-20 05:00:00+00:00,107.758,107.804,107.716,107.752,1128.0
2020-05-20 06:00:00+00:00,107.75,107.802,107.741,107.768,1969.0
2020-05-20 07:00:00+00:00,107.768,107.768,107.626,107.654,3824.0
2020-05-20 08:00:00+00:00,107.653,107.71,107.606,107.636,2967.0
2020-05-20 09:00:00+00:00,107.634,107.688,107.6,107.684,2467.0
2020-05-20 10:00:00+00:00,107.682,107.736,107.598,107.601,2172.0
2020-05-20 11:00:00+00:00,107.6,107.646,107.548,107.594,2193.0
2020-05-20 12:00:00+00:00,107.592,107.701,107.569,107.617,3330.0
2020-05-20 13:00:00+00:00,107.616,107.623,107.507,107.55,4037.0
2020-05-20 14:00:00+00:00,107.552,107.558,107.396,107.428,4563.0
2020-05-20 15:00:00+00:00,107.429,107.474,107.336,107.458,3640.0
2020-05-20 16:00:00+00:00,107.459,107.553,107.456,107.536,3003.0
2020-05-20 17:00:00+00:00,107.538,107.567,107.418,107.524,2497.0
2020-05-20 18:00:00+00:00,107.526,107.538,107.443,107.484,2610.0
2020-05-20 19:00:00+00:00,107.486,107.548,107.484,107.543,2206.0
2020-05-20 20:00:00+00:00,107.542,107.568,107.531,107.545,685.0
2020-05-20 21:00:00+00:00,107.538,107.576,107.51,107.562,337.0
2020-05-20 22:00:00+00:00,107.557,107.645,107.524,107.623,533.0
2020-05-20 23:00:00+00:00,107.622,107.632,107.55,107.594,893.0
2020-05-21 00:00:00+00:00,107.596,107.756,107.572,107.732,2719.0
2020-05-21 01:00:00+00:00,107.733,107.756,107.639,107.662,2490.0
2020-05-21 02:00:00+00:00,107.664,107.675,107.622,107.648,1642.0
2020-05-21 03:00:00+00:00,107.65,107.674,107.616,107.645,961.0
2020-05-21 04:00:00+00:00,107.644,107.655,107.596,107.627,1007.0
2020-05-21 05:00:00+00:00,107.628,107.718,107.624,107.669,1328.0
2020-05-21 06:00:00+00:00,107.671,107.804,107.656,107.734,2314.0
2020-05-21 07:00:00+00:00,107.736,107.85,107.722,107.772,3331.0
2020-05-21 08:00:00+00:00,107.773,107.806,107.701,107.766,2679.0
2020-05-21 09:00:00+00:00,107.767,107.848,107.737,107.794,2174.0
2020-05-21 10:00:00+00:00,107.794,107.8,107.716,107.722,2542.0
2020-05-21 11:00:00+00:00,107.724,107.762,107.69,107.698,2597.0
2020-05-21 12:00:00+00:00,107.697,107.743,107.636,107.718,4035.0
2020-05-21 13:00:00+00:00,107.719,107.777,107.646,107.728,3949.0
2020-05-21 14:00:00+00:00,107.73,107.832,107.692,107.827,6033.0
2020-05-21 15:00:00+00:00,107.826,107.834,107.662,107.696,4192.0
2020-05-21 16:00:00+00:00,107.694,107.73,107.574,107.654,2131.0
2020-05-21 17:00:00+00:00,107.652,107.704,107.642,107.665,2591.0
2020-05-21 18:00:00+00:00,107.666,107.69,107.58,107.59,1520.0
2020-05-21 19:00:00+00:00,107.591,107.596,107.55,107.564,1667.0
2020-05-21 20:00:00+00:00,107.563,107.616,107.563,107.608,596.0
2020-05-21 21:00:00+00:00,107.624,107.678,107.624,107.666,266.0
2020-05-21 22:00:00+00:00,107.668,107.668,107.586,107.607,455.0
2020-05-21 23:00:00+00:00,107.608,107.65,107.582,107.646,934.0
2020-05-22 00:00:00+00:00,107.644,107.762,107.604,107.724,3017.0
2020-05-22 01:00:00+00:00,107.725,107.725,107.556,107.594,2617.0
2020-05-22 02:00:00+00:00,107.592,107.642,107.552,107.594,1756.0
2020-05-22 03:00:00+00:00,107.593,107.611,107.5,107.557,1972.0
2020-05-22 04:00:00+00:00,107.558,107.559,107.414,107.434,1705.0
2020-05-22 05:00:00+00:00,107.432,107.473,107.408,107.47,1649.0
